Part Type,Chipset Brand,Chipset Series,Chipset,Manufacturer,Part Name,HEM,In Shop,Part Ranking Score,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,VRAM (GB),GPU Tuner Min Core Freq,Base Core Freq,OC Base Core Freq,Max Core Freq,GPU Tuner Min Mem Freq,Base Mem Freq,OC Base Mem Freq,Max Mem Freq,Length,Wattage,Multi-GPU,Slot Size,GPU Thermal Throttling,GPU % Power Increase,Power Connectors,Rigid SLI Bridge Model,Score to value ratio,Target STV ratio,Single GPU Graphics Score,Double GPU Graphics Score,Dual GPU performance increase,OC Single GPU score,OC Double GPU score,GT1 Single Core Clock Multiplier,GT1 Single Mem Clock Multiplier,GT1 Single Benchmark Adjustment,GT2 Single Core Clock Multiplier,GT2 Single Mem Clock Multiplier,GT2 Single Benchmark Adjustment,GT1 Dual Core Clock Multiplier,GT1 Dual Mem Clock Multiplier,GT1 Dual Benchmark Adjustment,GT2 Dual Core Clock Multiplier,GT2 Dual Mem Clock Multiplier,GT2 Dual Benchmark Adjustment,Normal GPU max clock,Normal GPU Max mem clock,Boost Multiplier,Score increase,DLC2 Random Jobs,GPU Family Sort,Asset Path,Full Part Name
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,MSI,GeForce GTX 1080 Ti GAMING 100ME,Y,Y,5428,880,300,21,25,,,Green,11,882,1591,2035,2300,-134,1383,2365,2900,277,250,SLI,2,95,25,8-pin + 6-pin,GTX,9.5,10,8323,16326,1.971408178,12546,25563,0.02549,0.01673,-9.4038,0.02617,0.01563,-15.604,0.04548,0.03498,-15.202,0.04295,0.04657,-38.5277,,,,,,1100,Prefabs/GPU/MSI/MSI_GTX_970GLE100ME,MSI GeForce GTX 1080 Ti GAMING 100ME
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,MSI,GeForce GTX 1080 Ti Titanium 11G,Y,Y,5756,915,241,22,25,,,RGB,11,1010,1705,2112,2400,10,1405,2320,2800,279,255,SLI,2,95,20,8-pin + 6-pin,GTX,10.5,10.5,8867,17302,1.882601881,7395,14160,0.02549,0.01673,-9.4038,0.02617,0.01563,-15.604,0.04548,0.03498,-15.202,0.04295,0.04657,-38.5277,,,,,,1100,Prefabs/GPU/MSI/MSI_GTX1070Ti_TITANIUM_9G,MSI GeForce GTX 1080 Ti Titanium 11G
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,RED Digital Cinema,ROCKET (1080 Ti),Y,Y,0,450,185,21,25,,,,11,1600,1750,1800,1900,1080,1440,1615,1800,147,115,SLI,1.5,95,12,None,N/A,10.2,10.5,0,0,3.9,35521,75671,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1100,Prefabs/Generic/GPU,RED Digital Cinema ROCKET (1080 Ti)
GPU,NVIDIA GeForce,GTX 1000,GeForce GTX 1080 Ti,RED Digital Cinema,ROCKET-X (1080 Ti),Y,Y,0,600,185,21,25,,,,11,1500,1750,1850,2000,880,1440,1800,2000,280,150,SLI,2,95,15,8-pin + 6-pin,N/A,10.2,10.5,0,0,4.9,35521,75671,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1100,Prefabs/GPU/AMD/GPU_AMD_Radeon_RX_5700,RED Digital Cinema ROCKET-X (1080 Ti)
GPU,NVIDIA GeForce,GTX 1600,GeForce GTX 1650,ZOTAC,GeForce GTX 1650 OC Edition,Y,Y,1665,200,82,3,15,,,,4,1130,1665,2000,2200,1100,2000,2550,2900,174,75,,1.5,95,20,None,,12.6,12.5,2443,0,,2486,0,0.00654,0.001827,2.110894,0.006342,0.000957,1.008063,0,0,0,0,0,0,,,,,,1100,Prefabs/GPU/ZOTAC/ZOTAC_GeForce_1050Ti_OC_Mini,ZOTAC GeForce GTX 1650 OC Edition
GPU,NVIDIA GeForce,GTX 1600,GeForce GTX 1650,ZOTAC,GeForce GTX 1650 Super AMP! Edition,Y,Y,2077,245,75,3,75,,,,4,850,1725,2300,2600,1600,2150,2450,2700,210,100,,2,95,20,6-pin,,12.6,12.5,2788,0,,2486,0,0.00854,0.001827,2.110894,0.006342,0.001137,1.008063,0,0,0,0,0,0,,,,,,1100,Prefabs/GPU/ZOTAC/ZOTAC_GeForce_1060_AmpExtreme,ZOTAC GeForce GTX 1650 Super AMP! Edition
GPU - Water,NVIDIA GeForce,GTX 1600,GeForce GTX 1660 Ti,NVIDIA,GeForce GTX 1660 Ti | EKWB EK-FC Plexi,Y,,4482,680,275,29,85,,,,6,1390,1945,2250,2500,0,1500,2450,3000,258,155,,2,98,20,8-pin,GTX,8.4,,7000,0,1.882601881,,,0.023363,0.001961,-3.55492,0.023115,0.002,-7.21936,0,0,0,0,0,0,2150,2350,5.2,5,,1100,Prefabs/GPU/EKWB/EKWB_Watercooled_1070ti_GPU_Clear,NVIDIA GeForce GTX 1660 Ti | EKWB EK-FC Plexi
GPU - Water,NVIDIA GeForce,GTX 1600,GeForce GTX 1660 Ti,NVIDIA,GeForce GTX 1660 Ti | EKWB EK-FC Plexi RGB,Y,,4482,725,285,29,95,,,RGB,6,1390,1945,2250,2500,0,1500,2450,3000,258,155,,2,98,20,8-pin,GTX,8.4,,7000,0,1.882601881,,,0.023363,0.001961,-3.55492,0.023115,0.002,-7.21936,0,0,0,0,0,0,2150,2350,5.1,5,,1100,Prefabs/GPU/EKWB/EKWB_Watercooled_1070_GPU_RGB,NVIDIA GeForce GTX 1660 Ti | EKWB EK-FC Plexi RGB
GPU,NVIDIA GeForce,RTX 2000,GeForce GTX 2080 Ti,MSI,GeForce RTX 2080 Ti Titanium 11G,Y,Y,7026,1200,651,26,25,,,RGB,11,920,1560,1980,2200,1500,1800,1950,2100,279,245,SLI,2,95,20,8-pin + 6-pin,GTX,10.5,10.5,10868,19870,1.882601881,7395,14160,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,1100,Prefabs/GPU/MSI/MSI_GTX1070Ti_TITANIUM_9G,MSI GeForce RTX 2080 Ti Titanium 11G
GPU,NAMEEEEE,NAMEEEEE,Geforce GTX 650,NVIDIA,Geforce GTX 650,Y,,745,50,15,1,1,,,,1,516,1058,1375,1600,690,1345,1750,2000,168,65,,1.5,95,20,None,,14,14,1050,0,,850,0,0.005045,0.000818,1.012608,0.004279,0.00075,0.081585,0,0,0,0,0,0,,,,,,1100,Prefabs/Generic/GPU,NVIDIA Geforce GTX 650
GPU,NAMEEEEE,NAMEEEEE,Geforce GTX 650 Ti,EVGA,Geforce GTX 650 Ti Boost FTW GAMING,Y,,724,80,40,1,65,,,,2,64,1032,1650,2000,704,1502,2015,2300,257,134,,2,95,20,6-pin,,14,14,1035,0,,850,0,0.00485,0.000818,1.012408,0.004276,0.00073,0.08157,0,0,0,0,0,0,,,,,,1100,Prefabs/GPU/EVGA/EVGA_GeForceGTX1050_Ti_FTW_GAMING,EVGA Geforce GTX 650 Ti Boost FTW GAMING
GPU,NAMEEEEE,NAMEEEEE,Geforce GTX 650 Ti,EVGA,Geforce GTX 650 Ti GAMING,Y,,700,65,25,1,25,,,,1,100,950,1450,1800,400,1350,1950,2300,145,110,,2,95,20,None,,14,14,974,0,,850,0,0.005145,0.000818,1.012608,0.004279,0.00075,0.081585,0,0,0,0,0,0,,,,,,1100,Prefabs/GPU/EVGA/EVGA_GTX_1050Ti_Gaming,EVGA Geforce GTX 650 Ti GAMING
GPU,NAMEEEEE,NAMEEEEE,Geforce GTX 660,EVGA,Geforce GTX 660 FTW GAMING,Y,,722,95,55,1,85,,,,2,64,1032,1650,2000,604,1552,2135,2500,257,140,,2,95,20,6-pin,,14,14,1040,0,,850,0,0.004793,0.000818,1.012608,0.00427,0.00075,0.08156,0,0,0,0,0,0,,,,,,1100,Prefabs/GPU/EVGA/EVGA_GeForceGTX1050_Ti_FTW_GAMING,EVGA Geforce GTX 660 FTW GAMING
GPU,NAMEEEEE,NAMEEEEE,Geforce GTX 660 Ti,ASUS,Geforce GTX 660 Ti,Y,,726,130,55,1,85,,,,2,-140,980,1700,2100,600,1600,2200,2600,257,140,,2,95,20,None,,14,14,1024,0,,850,0,0.005045,0.000818,1.012608,0.004279,0.00075,0.081585,0,0,0,0,0,0,,,,,,1100,Prefabs/GPU/ASUS/ASUS_RX_560,ASUS Geforce GTX 660 Ti
GPU,NAMEEEEE,NAMEEEEE,Geforce GTX 660 Ti,EVGA,Geforce GTX 660 Ti FTW GAMING,Y,,726,125,55,1,85,,,,2,-140,980,1685,2100,584,1592,2200,2600,257,140,,2,95,20,6-pin,,14,14,1023,0,,850,0,0.005055,0.000818,1.012608,0.004279,0.00075,0.081585,0,0,0,0,0,0,,,,,,1100,Prefabs/GPU/EVGA/EVGA_GeForceGTX1050_Ti_FTW_GAMING,EVGA Geforce GTX 660 Ti FTW GAMING
GPU,NAMEEEEE,NAMEEEEE,Geforce GTX 680,ZOTAC,Geforce GTX 680 Mini,Y,,778,145,55,2,35,,,,4,-140,980,1685,2100,500,1550,2200,2600,174,300,SLI,2,95,20,6-pin,,14,14,1067,32612,2,850,0,0.0056,0.00083,1.012608,0.004295,0.00084,0.081585,0.6215,0.0165,2.3,0.09,0.019,0.171585,,,,,,1100,Prefabs/GPU/ZOTAC/ZOTAC_GeForce_GTX_1060_mini,ZOTAC Geforce GTX 680 Mini
GPU,NAMEEEEE,NAMEEEEE,Geforce GTX 690,ZOTAC,Geforce GTX 690 Mini,Y,,812,185,90,2,65,,,,2,-62,1019,1715,2100,600,1600,2215,2600,257,300,SLI,2,95,20,6-pin,,14,14,1110,33854,2,850,0,0.005675,0.00083,1.012608,0.004295,0.00084,0.081585,0.6215,0.0165,2.3,0.09,0.019,0.171585,,,,,,1100,Prefabs/GPU/ZOTAC/ZOTAC_GeForce_GTX_1060_mini,ZOTAC Geforce GTX 690 Mini
GPU,NAMEEEEE,NAMEEEEE,GeForce GTX 760 Ti,GIGABYTE,GeForce GTX 760 Ti Windforce OC 2G,Y,,822,125,55,1,50,,,,2,484,1042,1365,1600,1074,1537,1825,2000,229,170,SLI,2,95,25,6-pin,GTX,12.9,13,1204,2790,,1340,2575,0.005724,0.000815,1.012608,0.004279,0.00071,1.081581,0.01256,0.0020375,2.53152,0.0106975,0.001775,1.7039525,,,,,,1100,Prefabs/GPU/GigaByte/GigaByte_Windforce_GTX1050,GIGABYTE GeForce GTX 760 Ti Windforce OC 2G
GPU,NAMEEEEE,NAMEEEEE,GeForce GTX 770,ASUS,Expedition GeForce GTX 770 OC Edition,Y,,1343,175,85,2,75,,,,2,786,1093,1253,1400,1502,1801,1983,2100,240,230,SLI,2,95,25,8-pin,GTX,12.9,13,1514,2969,,1340,2575,0.010024,0.000815,1.012608,0.004279,0.00071,1.081581,0.01256,0.0020375,2.53152,0.0106975,0.001775,1.7039525,,,,,,1100,Prefabs/GPU/ASUS/ASUS_Expedition_Radeon_RX_570_OC,ASUS Expedition GeForce GTX 770 OC Edition
GPU,NAMEEEEE,NAMEEEEE,GeForce GTX 780 Ti,GIGABYTE,AORUS GeForce GTX 780 Ti Xtreme Edition 3G,Y,,1686,225,85,2,75,,,RGB,3,250,975,1425,1700,910,1805,2353,2700,240,250,SLI,2.5,95,25,8-pin + 6-pin,GTX,12.9,13,3795,2747,,1340,2575,0.014755,0.000815,1.012608,0.004279,0.0175,1.081581,0.01256,0.0020375,2.53152,0.0106975,0.001775,1.7039525,,,,,,1100,Prefabs/GPU/GigaByte/GigaByte_AORUS_GTX1080_ExtremeEd,GIGABYTE AORUS GeForce GTX 780 Ti Xtreme Edition 3G
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 970,ZOTAC,GeForce GTX 970 AMP Extreme,Y,Y,2293,315,110,4,15,,,RGB,4,600,1300,1725,2000,1060,1780,2250,2500,277,185,SLI,2.5,97,25,8-pin + 8-pin,GTX,12.1,12.1,3501,6790,1.981586748,4123,7957,0.015306,0.002396,-1.22474,0.014656,0.00146,-1.67781,0.033008,0,1.78075,0.030307,0,-0.83255,,,,,,1100,Prefabs/GPU/ZOTAC/ZOTAC_GeForce_1070_AmpExtreme,ZOTAC GeForce GTX 970 AMP Extreme
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,ASUS,ROG Strix GeForce GTX 980 Ti OC Edition,Y,Y,3582,515,163,4,80,,,RGB,6,670,1285,1650,1900,1066,1783,2250,2500,298,255,SLI,2.5,95,20,8-pin + 8-pin,GTX,11,11,5451,11366,1.964202663,6207,12268,0.0242,0.004719,-3.68611,0.02254,0.003327,-3.88912,0.044497,0.019065,-9.40513,0.038446,0.013844,-13.9455,,,,,,1100,Prefabs/GPU/ASUS/ASUS_1080Ti_OC,ASUS ROG Strix GeForce GTX 980 Ti OC Edition
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,GIGABYTE,AORUS GeForce GTX 980 Ti XTREME 6G,Y,Y,3744,545,210,5,35,,,RGB,6,730,1315,1700,1900,1010,1805,2315,2600,290,265,SLI,2.5,95,20,8-pin + 8-pin,RTX,11,11,5636,11628,1.968202663,6207,12268,0.0248,0.004721,-3.68611,0.02254,0.003327,-3.88912,0.0445,0.019067,-9.40513,0.038446,0.013844,-13.9455,,,,,,1100,Prefabs/GPU/GigaByte/GPU_AUROS_RTX_2080_And_Ti,GIGABYTE AORUS GeForce GTX 980 Ti XTREME 6G
GPU - Water,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,NVIDIA,GeForce GTX 980 Ti | EKWB EK-FC Acetal,Y,Y,3843,580,318,19,45,,,,6,70,1385,2200,2700,870,1885,2550,2900,258,275,SLI,2,95,25,8-pin + 6-pin,GTX,8.8,,5885,11574,1.961408178,,,0.0241,0.004619,-3.64611,0.02254,0.003327,-3.83912,0.042497,0.014065,-9.40513,0.038446,0.013844,-13.4455,2150,2500,4.5,5,,1100,Prefabs/GPU/EKWB/EKWB_Watercooled_1080tiGPU_Silver,NVIDIA GeForce GTX 980 Ti | EKWB EK-FC Acetal
GPU - Water,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,NVIDIA,GeForce GTX 980 Ti | EKWB EK-FC Plexi,Y,Y,3843,580,318,19,15,,,,6,70,1385,2200,2700,870,1885,2550,2900,258,275,SLI,2,95,25,8-pin + 6-pin,GTX,8.8,,5885,11574,1.961408178,,,0.0241,0.004619,-3.64611,0.02254,0.003327,-3.83912,0.042497,0.014065,-9.40513,0.038446,0.013844,-13.4455,2150,2500,4.5,5,,1100,Prefabs/GPU/EKWB/EKWB_Watercooled_1080tiGPU_Clear,NVIDIA GeForce GTX 980 Ti | EKWB EK-FC Plexi
GPU - Water,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,NVIDIA,GeForce GTX 980 Ti | EKWB EK-FC Plexi RGB,Y,Y,3843,610,325,19,30,,,,6,70,1385,2200,2700,870,1885,2550,2900,258,275,SLI,2,95,25,8-pin + 6-pin,GTX,8.8,,5885,11574,1.961408178,,,0.0241,0.004619,-3.64611,0.02254,0.003327,-3.83912,0.042497,0.014065,-9.40513,0.038446,0.013844,-13.4455,2150,2500,4.5,5,,1100,Prefabs/GPU/EKWB/EKWB_Watercooled_1080tiGPU_RGB,NVIDIA GeForce GTX 980 Ti | EKWB EK-FC Plexi RGB
GPU,NVIDIA GeForce,GTX 900,GeForce GTX 980 Ti,ZOTAC,GeForce GTX 980 Ti AMP Extreme,Y,Y,3821,570,225,5,15,,,RGB,6,470,1335,1900,2200,870,1835,2415,2800,325,300,SLI,2.5,97,25,8-pin + 8-pin,GTX,11,11,5742,11844,1.961129446,6207,12268,0.0249,0.004721,-3.68611,0.02254,0.003327,-3.88912,0.044502,0.019067,-9.40513,0.038448,0.013844,-13.9455,,,,,,1100,Prefabs/GPU/ZOTAC/ZOTAC_GeForce_1080TI_AmpExtreme,ZOTAC GeForce GTX 980 Ti AMP Extreme
GPU,NVIDIA GeForce,GTX 700,GeForce GTX TITAN Z,GIGABYTE,AORUS GeForce GTX TITAN Z,Y,,4006,2500,895,15,25,,,RGB,12,52,876,1365,1700,1100,1750,2135,2400,280,375,SLI,2,95,25,8-pin,GTX,12.9,13,5885,22480,3,1340,2575,0.00297,0.032197,-18.87999,0.005,0.024777,-15.242911,0.01256,0.0050375,100.99152,0.0115,0.030075,95.7039525,,,,,,1100,Prefabs/GPU/GigaByte/GigaByte_AORUS_GTX1060,GIGABYTE AORUS GeForce GTX TITAN Z
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,MSI,GeForce RTX 2070 Super Titanium 8G,Y,Y,5876,850,173,23,90,,,RGB,8,1500,1800,1960,2100,1500,1750,1900,2000,279,215,SLI,2,95,25,8-pin + 6-pin,GTX,10.5,10.5,9186,13687,1.902601881,7395,14160,0.036242398,0.000074199,-6.60026,0.033482,0.000028659,-6.81,0.122562,0,-125.554,0.161821,0,-216.889,,,,,,1100,Prefabs/GPU/MSI/MSI_GTX1070Ti_TITANIUM_9G,MSI GeForce RTX 2070 Super Titanium 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080,MSI,GeForce RTX 2080 Titanium 8G,Y,Y,6382,1000,421,26,25,,,RGB,8,1300,1750,2000,2200,1300,1800,2100,2300,279,230,SLI,2,95,20,8-pin + 6-pin,GTX,10.5,10.5,9921,17139,1.882601881,7395,14160,0.033804,0.01013,-13.5626,0.032748,0.009282,-16.5168,0.089011,0.014456,-72.7506,0.080905,0.006465,-52.8782,,,,,,1100,Prefabs/GPU/MSI/MSI_GTX1070Ti_TITANIUM_9G,MSI GeForce RTX 2080 Titanium 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,GIGABYTE,GeForce RTX 2080 Ti GAMING OC WHITE 11G,Y,Y,7280,1275,317,28,30,,PC,RGB,11,1030,1615,2000,2200,1460,1780,1950,2100,287,265,SLI,2,95,35,8-pin + 6-pin,RTX,9.8,10.5,11267,20130,1.815909826,10329,18498,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,1100,Prefabs/GPU/GigaByte/GPU_Gigabyte_Geforce_RTX2070_SuperGaming_OC_White_8GB,GIGABYTE GeForce RTX 2080 Ti GAMING OC WHITE 11G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,RED Digital Cinema,ROCKET (2080 Ti),Y,Y,0,735,255,27,25,,,,11,1740,1820,1835,1900,1710,1805,1825,1900,147,115,SLI,1.5,95,15,None,N/A,10.2,10.5,0,0,2.4,35521,75671,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1100,Prefabs/Generic/GPU,RED Digital Cinema ROCKET (2080 Ti)
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,RED Digital Cinema,ROCKET-X (2080 Ti),Y,Y,0,900,365,27,25,,,,11,1640,1820,1885,2000,1610,1805,1875,2000,280,150,SLI,2,95,15,8-pin + 6-pin,N/A,10.2,10.5,0,0,3.7,35521,75671,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1100,Prefabs/GPU/AMD/GPU_AMD_Radeon_RX_5700,RED Digital Cinema ROCKET-X (2080 Ti)
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3090,RED Digital Cinema,ROCKET (RTX 3090),Y,Y,0,650,285,32,1,,PC,,24,1820,1860,1865,1900,840,1220,1450,1600,147,125,SLI,1.5,95,20,None,,11.5,11.5,0,0,1.842695929,17932,31089,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1100,Prefabs/Generic/GPU,RED Digital Cinema ROCKET (RTX 3090)
GPU,NVIDIA GeForce,RTX 3000,GeForce RTX 3090,RED Digital Cinema,ROCKET-X (RTX 3090),Y,Y,0,795,365,32,1,,PC,,24,1820,1860,1880,1900,340,1220,1800,2100,280,175,SLI,2,95,20,8-pin + 6-pin,,11.5,11.5,0,0,1.842695929,17932,31089,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1100,Prefabs/GPU/AMD/GPU_AMD_Radeon_RX_5700,RED Digital Cinema ROCKET-X (RTX 3090)
GPU,NVIDIA GRID,Ax00,GRID A100,NVIDIA,GRID A100,Y,,24212,18500,12500,31,1,,,Green,48,410,1005,1360,1600,730,1215,1530,1700,269,400,SLI,2,95,25,8-pin + 8-pin,RTX 3000,9.5,10,38291,71849,3.781843706,14164,25810,0.056184,0.008357,175.5075,0.045342,0.007908,170.257,0.07071,0.109504,255.921,0.058653,0.089351,250.674,,,,,,1100,Prefabs/GPU/NVidia/GPU_Nvidia_RTX_2080Ti,NVIDIA GRID A100
GPU,NVIDIA GRID,Ax00,GRID A100,RED Digital Cinema,ROCKET (GRID A100),Y,,0,16150,5800,31,15,,,,48,720,1010,1160,1300,1040,1220,1300,1400,147,275,SLI,1.5,95,15,None,N/A,10.2,10.5,0,0,2.4,35521,75671,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1100,Prefabs/Generic/GPU,RED Digital Cinema ROCKET (GRID A100)
GPU,NVIDIA GRID,Ax00,GRID A100,RED Digital Cinema,ROCKET-X (GRID A100),Y,,0,17300,7500,31,15,,,,48,620,1010,1260,1400,940,1220,1360,1500,280,300,SLI,2,95,15,8-pin + 6-pin,N/A,10.2,10.5,0,0,2.4,35521,75671,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1100,Prefabs/GPU/AMD/GPU_AMD_Radeon_RX_5700,RED Digital Cinema ROCKET-X (GRID A100)
GPU,NVIDIA Quadro,Vx000,NVIDIA Quadro GV100S,NVIDIA,Quadro GV100S,Y,Y,18060,11000,5750,30,15,,,,32,1330,1965,2345,2600,200,1250,1900,2300,267,295,SLI,2,95,35,8-pin + 6-pin,RTX,7,7,28032,60556,6,35521,75671,0.049184,0.008357,73.5075,0.045342,0.007908,63.257,0.05971,0.109504,130.921,0.058653,0.089351,127.674,,,,,,1100,Prefabs/GPU/EVGA/EVGA_GTX_1080_Ti_Gaming,NVIDIA Quadro GV100S
GPU,NAMEEEEE,NAMEEEEE,P106-090,ZOTAC,P106-090,Y,,1757,225,107,6,1,,,,3,262,1531,2330,2800,1404,2002,2335,2600,174,75,,2,95,20,6-pin,,11.6,11.5,3000,0,,4701,0,0.009399,0.0033,-3.41774,0.011958,0.002489,-4.21902,0,0,0,0,0,0,,,,,,1100,Prefabs/GPU/ZOTAC/ZOTAC_GeForce_GTX_1060_mini,ZOTAC P106-090
GPU,NVIDIA Quadro,Px000,Quadro GP100,NVIDIA,Quadro GP100,Y,,5372,1950,985,20,95,,,,16,784,1442,1855,2100,-1070,715,1850,2500,267,235,SLI,2,95,15,8-pin,RTX,10.9,11.5,8132,30225,4.75,4701,9743,0.003575,0.000001,48.56937,0.002326,0.004321,39.59666,0.036585,0.0053533,138.323,0.024126,0.0035,137.501,,,,,,1100,Prefabs/GPU/EVGA/EVGA_GTX_1080_Gaming,NVIDIA Quadro GP100
GPU,NVIDIA Quadro,Vx000,Quadro GV100,NVIDIA,Quadro GV100,Y,Y,15889,9000,4750,29,1,,,,32,1154,1627,1900,2100,-98,1001,1696,2100,267,250,SLI,2,95,35,8-pin,RTX,7,7,24590,43545,5,35521,75671,0.049184,0.008357,70.5075,0.045342,0.007908,60.257,0.05971,0.109504,76.921,0.058653,0.089351,64.674,,,,,,1100,Prefabs/GPU/EVGA/EVGA_GTX_1080_Gaming,NVIDIA Quadro GV100
GPU - Water,NVIDIA Quadro,Vx000,Quadro GV100,NVIDIA,Quadro GV100 | Alphacool Eisblock GPX-N Acetal M02,Y,Y,16204,9300,4321,30,35,,,RGB,32,740,1670,2235,2600,-250,1125,2025,2500,291,280,SLI,2,100,35,8-pin + 8-pin,RTX,8.5,,25088,45967,5.1,,,0.049184,0.008357,70.5075,0.045342,0.007908,60.257,0.05971,0.109504,76.921,0.058653,0.089351,64.674,2150,1825,6.6,5,,1100,Prefabs/GPU/Alphacool/GPU_Alphacool_Eisblock_GPXN_Acetal_NvidiaGeforceRTX_2080Ti_M02,NVIDIA Quadro GV100 | Alphacool Eisblock GPX-N Acetal M02
GPU - Water,NVIDIA Quadro,Vx000,Quadro GV100,NVIDIA,Quadro GV100 | Alphacool Eisblock GPX-N Plexi M02,Y,Y,16604,9300,4312,30,35,,,RGB,32,740,1670,2235,2600,-250,1125,2025,2500,291,280,SLI,2,100,35,8-pin + 8-pin,RTX,8.5,,25563,46297,5.1,,,0.049184,0.008357,74.5075,0.045342,0.007908,62.257,0.05971,0.109504,78.921,0.058653,0.089351,66.674,2150,1825,6.6,6,,1100,Prefabs/GPU/Alphacool/GPU_Alphacool_Eisblock_GPXNPlexi_NvidiaGeforceRTX_2080Ti_M01,NVIDIA Quadro GV100 | Alphacool Eisblock GPX-N Plexi M02
GPU - Water,NVIDIA Quadro,Vx000,Quadro GV100,NVIDIA,Quadro GV100 ENTHUSIAST-ED. | Alphacool NexXxoS GPX M10,Y,Y,17020,9800,5431,30,90,,,RGB,32,-30,1785,2950,3600,-750,1425,2850,3600,291,335,SLI,2,101,75,8-pin,RTX,8.8,,26378,51935,5.1,,,0.049184,0.008357,70.5075,0.045342,0.007908,60.257,0.05971,0.109504,76.921,0.058653,0.089351,64.674,2560,2445,7.5,8,,1100,Prefabs/GPU/Alphacool/GPU_Alphacool_NexXxoS_GPX_ NvidiaGeforceGTX1080_M10,NVIDIA Quadro GV100 ENTHUSIAST-ED. | Alphacool NexXxoS GPX M10
GPU - Water,NVIDIA Quadro,Vx000,Quadro GV100,NVIDIA,Quadro GV100 LN2-READY | EKWB EK-FC Plexi,Y,Y,21069,11150,6531,30,95,,,,32,-3700,2400,6450,8500,-1800,2650,5550,7100,258,545,SLI,2,106,150,8-pin + 6-pin,RTX,8.8,,32772,77715,5.6,,,0.049184,0.008357,70.5075,0.045342,0.007908,60.257,0.05971,0.109504,76.921,0.058653,0.089351,64.674,6350,5450,7.5,13,,1100,Prefabs/GPU/EKWB/EKWB_Watercooled_1080tiGPU_Clear,NVIDIA Quadro GV100 LN2-READY | EKWB EK-FC Plexi
GPU,NVIDIA Quadro,Vx000,Quadro GV100,RED Digital Cinema,ROCKET (GV100),Y,Y,0,6000,1300,29,35,,,,32,1460,1630,1700,1800,510,1005,1295,1500,147,125,SLI,1.5,95,20,None,,7,7,0,0,3.798991014,35521,75671,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1100,Prefabs/Generic/GPU,RED Digital Cinema ROCKET (GV100)
GPU,NVIDIA Quadro,Vx000,Quadro GV100,RED Digital Cinema,ROCKET-X (GV100),Y,Y,0,6700,1900,29,35,,,,32,1360,1630,1800,1900,410,1005,1395,1600,280,150,SLI,2,95,25,8-pin + 6-pin,N/A,7,7,0,0,4.898991014,35521,75671,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1100,Prefabs/GPU/AMD/GPU_AMD_Radeon_RX_5700,RED Digital Cinema ROCKET-X (GV100)
GPU,NVIDIA Quadro,Px000,Quadro P1000,NVIDIA,Quadro P1000,Y,Y,1804,340,65,12,50,,,,4,732,1266,1580,1800,606,1253,1650,1900,147,47,,1.5,85,25,None,GTX,11.6,11.6,1273,6244,1.947889182,2278,4221,0.007248,0.006908,0.213974,0.002101,0.001258,0.708569,0.019133,0.010908,4.75,0.014198,0.010108,3.75,,,,,,1100,Prefabs/GPU/EVGA/EVGA_GTX_1030_SC,NVIDIA Quadro P1000
GPU,NVIDIA Quadro,Px000,Quadro P2000,NVIDIA,Quadro P2000,Y,Y,2159,420,65,15,50,,,,5,1260,1480,1580,1700,1904,1752,1650,1600,147,75,,1,85,25,None,GTX,11,11,3761,0,1.947889182,4410,6523,0.012399,0.0038,-3.41774,0.015958,0.002889,-4.21902,0,0,0,0,0,0,,,,,,1100,Prefabs/GPU/GigaByte/GigaByte_GTX1030,NVIDIA Quadro P2000
